# frothseg.bsd/v1 count=274 d10=7.74 d50=12.23 d90=21.4 d32=19.27 pctSmall=0.047
id,area_px,d_eq_px,ecc,solidity
140,58,8.593,0.5734,0.9831
141,61,8.813,0.8021,0.9531
142,151,13.866,0.7964,0.9152
143,40,7.136,0.5864,0.7547
144,144,13.541,0.643,0.9231
145,182,15.223,0.4623,0.8966
146,46,7.653,0.2697,0.92
147,261,18.23,0.4482,0.9667
148,130,12.866,0.6658,0.9286
149,61,8.813,0.8872,0.8356
150,71,9.508,0.5287,0.9103
151,147,13.681,0.6861,0.913
152,81,10.155,0.7356,0.9101
153,141,13.399,0.7352,0.9038
154,78,9.966,0.4522,0.8667
155,410,22.848,0.439,0.9647
156,41,7.225,0.9964,1.0
157,104,11.507,0.372,0.9369
158,47,7.736,0.7808,0.9592
159,150,13.82,0.6221,0.8929
160,113,11.995,0.4778,0.9262
161,1003,35.736,0.3992,0.9644
162,118,12.257,0.5361,0.9752
163,78,9.966,0.9179,0.9176
164,238,17.408,0.5634,0.9636
165,324,20.311,0.8636,0.9848
166,47,7.736,0.9132,0.8868
167,64,9.027,0.5612,0.6465
168,366,21.587,0.6957,0.9556
169,70,9.441,0.7957,0.7368
170,86,10.464,0.8887,0.9149
171,80,10.093,0.2868,0.9412
172,223,16.85,0.5679,0.9571
173,124,12.565,0.8863,0.9185
174,23,5.412,0.4776,0.9583
175,268,18.472,0.3237,0.9675
176,219,16.698,0.5858,0.9359
177,120,12.361,0.4405,0.9302
178,71,9.508,0.6464,0.8256
179,165,14.494,0.3781,0.927
180,43,7.399,0.7735,0.7679
181,122,12.463,0.6385,0.8188
182,62,8.885,0.472,0.9118
183,212,16.429,0.6701,0.9217
184,95,10.998,0.8781,0.6643
185,136,13.159,0.6124,0.9379
186,66,9.167,0.2578,0.9296
187,90,10.705,0.2789,0.9375
188,263,18.299,0.8309,0.9261
189,378,21.938,0.8881,0.9844
190,116,12.153,0.7113,0.9062
191,49,7.899,0.6795,0.9608
192,87,10.525,0.5961,0.9355
193,152,13.912,0.495,0.95
194,75,9.772,0.8448,0.8333
195,81,10.155,0.7798,0.8438
196,26,5.754,0.7615,0.8667
197,62,8.885,0.2248,0.9394
198,89,10.645,0.3862,0.8318
199,51,8.058,0.3229,0.9444
200,110,11.835,0.7009,0.6286
201,97,11.113,0.7193,0.6299
202,177,15.012,0.5225,0.9568
203,436,23.561,0.5367,0.971
204,88,10.585,0.4386,0.8713
205,60,8.74,0.6198,0.8571
206,132,12.964,0.6981,0.9231
207,185,15.348,0.4246,0.8605
208,113,11.995,0.5441,0.9113
209,72,9.575,0.6027,0.96
210,95,10.998,0.7601,0.8879
211,73,9.641,0.6159,0.7157
212,154,14.003,0.7118,0.9625
213,426,23.289,0.6735,0.953
214,105,11.562,0.6493,0.9292
215,200,15.958,0.5065,0.9756
216,179,15.097,0.4515,0.9133
217,79,10.029,0.7262,0.798
218,92,10.823,0.4001,0.8214
219,60,8.74,0.9014,0.8451
220,274,18.678,0.3682,0.9648
221,56,8.444,0.8276,0.8615
222,116,12.153,0.7815,0.716
223,130,12.866,0.5365,0.922
224,58,8.593,0.6486,0.8788
225,163,14.406,0.448,0.9702
226,80,10.093,0.6412,0.5096
227,380,21.996,0.5914,0.9524
228,119,12.309,0.1926,0.9154
229,193,15.676,0.5008,0.9554
230,254,17.983,0.6277,0.8439
231,197,15.838,0.766,0.8795
232,56,8.444,0.5683,0.8116
233,157,14.139,0.165,0.9874
234,183,15.264,0.4876,0.9385
235,29,6.077,0.8525,0.5472
236,234,17.261,0.5659,0.971
237,107,11.672,0.6592,0.9554
238,371,21.734,0.5614,0.9636
239,196,15.797,0.7889,0.7656
240,320,20.185,0.5592,0.961
241,114,12.048,0.8149,0.9194
242,145,13.587,0.5076,0.9295
243,26,5.754,0.9521,0.7429
244,95,10.998,0.6034,0.9406
245,142,13.446,0.5209,0.9221
246,119,12.309,0.6462,0.8041
247,156,14.093,0.7048,0.9512
248,229,17.075,0.6642,0.9271
249,18,4.787,0.5143,0.7826
250,92,10.823,0.8265,0.9485
251,51,8.058,0.6837,0.9444
252,280,18.881,0.734,0.9272
253,54,8.292,0.8812,0.8308
254,108,11.726,0.2018,0.8438
255,193,15.676,0.5171,0.8694
256,48,7.818,0.7146,0.8421
257,174,14.884,0.6948,0.9508
258,48,7.818,0.8421,0.9057
259,163,14.406,0.6957,0.9314
260,61,8.813,0.6508,0.8472
261,192,15.635,0.5535,0.9505
262,73,9.641,0.8151,0.9125
263,151,13.866,0.424,0.8779
264,27,5.863,0.7402,0.75
265,109,11.781,0.6325,0.9237
266,67,9.236,0.8925,0.8933
267,186,15.389,0.3608,0.9588
268,129,12.816,0.9208,0.8776
269,50,7.979,0.622,0.9434
270,44,7.485,0.6429,0.5641
271,100,11.284,0.5593,0.8547
272,313,19.963,0.2493,0.9601
273,65,9.097,0.7902,0.8025
274,59,8.667,0.9877,0.8806
275,104,11.507,0.613,0.7273
