# frothseg.bsd/v1 count=197 d10=9.35 d50=14.84 d90=25.87 d32=21.96 pctSmall=0.046
id,area_px,d_eq_px,ecc,solidity
175,74,9.707,0.1313,0.8506
176,93,10.882,0.901,0.9394
177,217,16.622,0.5829,0.9435
178,147,13.681,0.8071,0.6255
179,172,14.799,0.6397,0.9149
180,348,21.05,0.5979,0.9721
181,260,18.195,0.4986,0.9559
182,27,5.863,0.8624,0.4286
183,107,11.672,0.8392,0.7535
184,135,13.111,0.7713,0.9184
185,88,10.585,0.937,0.898
186,164,14.45,0.5638,0.9371
187,84,10.342,0.6948,0.8155
188,441,23.696,0.2781,0.9587
189,70,9.441,0.7712,0.7778
190,151,13.866,0.8713,0.8678
191,287,19.116,0.2642,0.7928
192,534,26.075,0.476,0.9536
193,144,13.541,0.5637,0.8571
194,184,15.306,0.7049,0.9388
195,383,22.083,0.5932,0.9575
196,358,21.35,0.7091,0.9203
197,87,10.525,0.6881,0.4028
