# frothseg.bsd/v1 count=593 d10=6.28 d50=9.9 d90=15.43 d32=12.92 pctSmall=0.01
id,area_px,d_eq_px,ecc,solidity
308,29,6.077,0.8729,0.8788
309,60,8.74,0.1423,0.8955
310,85,10.403,0.7135,0.8854
311,115,12.101,0.4933,0.9274
312,47,7.736,0.5953,0.8103
313,119,12.309,0.7407,0.9225
314,34,6.58,0.5829,0.7727
315,102,11.396,0.3308,0.9273
316,60,8.74,0.5577,0.8696
317,37,6.864,0.8382,0.8409
318,252,17.912,0.5232,0.9509
319,100,11.284,0.668,0.7812
320,37,6.864,0.712,0.8409
321,267,18.438,0.2734,0.9401
322,189,15.513,0.5153,0.945
323,205,16.156,0.7937,0.9624
324,187,15.43,0.6158,0.935
325,129,12.816,0.3527,0.9085
326,40,7.136,0.8535,0.9756
327,204,16.116,0.3997,0.9761
328,54,8.292,0.6259,0.9153
329,72,9.575,0.723,0.9231
330,94,10.94,0.5427,0.94
331,75,9.772,0.5186,0.9146
332,141,13.399,0.4805,0.9216
333,160,14.273,0.5993,0.9467
334,23,5.412,0.8054,0.92
335,110,11.835,0.6138,0.9244
336,84,10.342,0.699,0.875
338,72,9.575,0.4402,0.9231
339,145,13.587,0.6843,0.9355
340,144,13.541,0.3868,0.9536
341,33,6.482,0.593,0.8919
342,79,10.029,0.3447,0.9186
343,131,12.915,0.8716,0.9424
344,31,6.283,0.7006,0.9688
345,78,9.966,0.7043,0.907
346,26,5.754,0.808,0.8667
347,114,12.048,0.576,0.958
348,233,17.224,0.5618,0.951
349,80,10.093,0.5257,0.9524
350,40,7.136,0.768,0.6557
351,176,14.97,0.653,0.9462
352,76,9.837,0.71,0.9157
353,78,9.966,0.6734,0.8667
354,72,9.575,0.6393,0.9863
355,73,9.641,0.6022,0.9359
356,155,14.048,0.4237,0.9509
357,20,5.046,0.922,0.8696
358,173,14.842,0.4677,0.9402
359,47,7.736,0.5137,0.8393
360,126,12.666,0.7211,0.9333
361,124,12.565,0.6267,0.9612
362,50,7.979,0.6231,0.9615
363,57,8.519,0.6118,0.7917
364,199,15.918,0.6297,0.9431
365,97,11.113,0.7409,0.9151
366,64,9.027,0.4549,0.9143
367,70,9.441,0.6668,0.9211
368,46,7.653,0.5757,0.807
369,77,9.901,0.8531,0.9625
370,155,14.048,0.496,0.9281
371,31,6.283,0.5747,0.7949
372,105,11.562,0.631,0.9545
373,79,10.029,0.7954,0.8587
374,29,6.077,0.6343,0.8788
375,47,7.736,0.6071,0.8704
376,55,8.368,0.7402,0.8088
377,26,5.754,0.8728,0.8125
378,130,12.866,0.5259,0.9559
379,105,11.562,0.2695,0.9292
380,72,9.575,0.5967,0.9114
381,40,7.136,0.631,0.8333
382,28,5.971,0.754,0.9333
383,194,15.717,0.6112,0.9372
384,88,10.585,0.6403,0.9072
385,138,13.255,0.6085,0.9517
386,78,9.966,0.5169,0.9286
387,50,7.979,0.7731,0.9091
388,29,6.077,0.8555,0.9355
389,33,6.482,0.7315,0.6735
390,97,11.113,0.6537,0.9065
391,56,8.444,0.6547,0.8615
392,28,5.971,0.8071,0.875
393,23,5.412,0.6031,0.9583
394,37,6.864,0.7913,0.925
395,111,11.888,0.6227,0.888
396,188,15.472,0.2348,0.9261
397,62,8.885,0.6236,0.9118
398,39,7.047,0.842,0.907
399,126,12.666,0.8414,0.9618
400,54,8.292,0.9111,0.9643
401,61,8.813,0.4684,0.8026
402,47,7.736,0.6826,0.7581
403,46,7.653,0.7358,0.92
404,45,7.569,0.5037,0.9574
405,53,8.215,0.6765,0.8413
406,124,12.565,0.7427,0.9466
407,105,11.562,0.5231,0.9375
408,28,5.971,0.7504,0.7368
409,35,6.676,0.7587,0.9459
410,47,7.736,0.8608,0.9038
411,78,9.966,0.4812,0.8298
412,105,11.562,0.4904,0.9052
413,50,7.979,0.7514,0.8475
414,53,8.215,0.3374,0.8833
415,23,5.412,0.3656,0.92
416,85,10.403,0.7197,0.8947
417,137,13.207,0.2969,0.9257
418,114,12.048,0.6126,0.8976
419,19,4.918,0.7263,0.9048
420,124,12.565,0.5487,0.9323
421,62,8.885,0.6725,0.8052
422,127,12.716,0.5763,0.9621
423,229,17.075,0.7078,0.9662
424,34,6.58,0.8878,0.8293
425,113,11.995,0.5937,0.9658
426,25,5.642,0.8989,0.9615
427,232,17.187,0.5369,0.9508
428,114,12.048,0.6927,0.9344
429,87,10.525,0.7438,0.9355
430,60,8.74,0.8049,0.8955
431,133,13.013,0.5162,0.9172
432,63,8.956,0.3747,0.8873
433,43,7.399,0.5253,0.9773
434,104,11.507,0.6603,0.8814
435,128,12.766,0.3903,0.9078
436,93,10.882,0.6276,0.949
437,80,10.093,0.6888,0.9195
438,53,8.215,0.2308,0.8281
439,44,7.485,0.5603,0.9778
440,13,4.068,0.8168,0.8125
441,70,9.441,0.633,0.8974
442,23,5.412,0.6743,0.7667
443,243,17.59,0.447,0.9529
444,132,12.964,0.7142,0.9635
445,88,10.585,0.6256,0.9462
446,89,10.645,0.7534,0.899
447,51,8.058,0.417,0.7083
448,108,11.726,0.5148,0.8926
449,58,8.593,0.7257,0.8529
450,146,13.634,0.2942,0.9481
451,85,10.403,0.4524,0.9043
452,49,7.899,0.7487,0.9245
453,74,9.707,0.7032,0.9024
454,86,10.464,0.5342,0.9247
455,218,16.66,0.6636,0.952
456,59,8.667,0.8186,0.7564
457,35,6.676,0.7319,0.875
458,22,5.293,0.2657,0.7586
459,90,10.705,0.7052,0.9474
460,37,6.864,0.6907,0.8605
461,190,15.554,0.4898,0.9453
462,36,6.77,0.7269,0.8182
463,68,9.305,0.4343,0.9067
464,39,7.047,0.5072,0.8125
465,102,11.396,0.5815,0.9444
466,50,7.979,0.4475,0.9259
467,34,6.58,0.6381,0.7907
468,192,15.635,0.6362,0.9458
469,64,9.027,0.7918,0.8889
470,78,9.966,0.895,0.9398
471,61,8.813,0.8043,0.8971
472,97,11.113,0.6859,0.9151
473,51,8.058,0.5155,0.9107
474,80,10.093,0.2804,0.9302
475,199,15.918,0.8527,0.9476
476,53,8.215,0.8646,0.9464
477,38,6.956,0.7395,0.8085
478,92,10.823,0.2483,0.902
479,26,5.754,0.8614,0.8667
480,164,14.45,0.649,0.9425
481,62,8.885,0.7736,0.8267
482,60,8.74,0.6382,0.9524
483,57,8.519,0.4543,0.9344
484,73,9.641,0.5507,0.9481
485,118,12.257,0.5846,0.9752
486,22,5.293,0.8536,0.9565
487,37,6.864,0.4903,0.9024
488,173,14.842,0.5742,0.9251
489,88,10.585,0.5904,0.9462
490,43,7.399,0.6489,0.86
491,48,7.818,0.7867,0.8571
492,72,9.575,0.8387,0.8675
493,176,14.97,0.6904,0.9312
494,107,11.672,0.6267,0.9304
495,140,13.351,0.6062,0.9459
496,43,7.399,0.7265,0.9556
497,46,7.653,0.8926,0.8679
498,32,6.383,0.6589,0.8649
499,34,6.58,0.709,1.0
500,56,8.444,0.7318,0.8615
501,36,6.77,0.3825,0.9231
502,137,13.207,0.6983,0.932
503,44,7.485,0.6465,0.9167
504,55,8.368,0.7769,0.9167
505,27,5.863,0.8658,0.8438
506,47,7.736,0.4741,0.9792
507,74,9.707,0.3462,0.9136
508,74,9.707,0.5142,0.961
509,221,16.775,0.5803,0.9404
510,50,7.979,0.6078,0.9259
511,45,7.569,0.7155,0.9
512,23,5.412,0.5896,1.0
513,48,7.818,0.5093,0.8421
514,40,7.136,0.5687,0.8163
515,83,10.28,0.7571,0.9432
516,48,7.818,0.4192,0.8421
517,34,6.58,0.6029,0.7907
518,21,5.171,0.7911,0.875
519,50,7.979,0.4951,0.9091
520,110,11.835,0.5098,0.9565
521,107,11.672,0.4587,0.9224
522,48,7.818,0.6698,0.9231
523,34,6.58,0.9463,0.68
524,21,5.171,0.5848,0.9545
525,82,10.218,0.2814,0.9425
526,36,6.77,0.7126,0.9231
527,152,13.912,0.4941,0.9157
528,30,6.18,0.4174,0.8333
529,129,12.816,0.3666,0.9627
530,115,12.101,0.3583,0.9504
531,76,9.837,0.406,0.962
532,26,5.754,0.7495,0.9286
533,42,7.313,0.8851,0.8571
534,34,6.58,0.8655,0.7556
535,65,9.097,0.861,0.9286
536,45,7.569,0.6569,0.8036
537,22,5.293,0.7491,0.6875
538,140,13.351,0.4476,0.9272
539,56,8.444,0.5283,0.918
540,146,13.634,0.4578,0.9481
541,105,11.562,0.495,0.9292
542,141,13.399,0.4891,0.9463
543,77,9.901,0.6687,0.9872
544,24,5.528,0.8415,0.8
545,72,9.575,0.4296,0.6857
546,52,8.137,0.6337,0.8
547,44,7.485,0.4818,0.8148
548,111,11.888,0.7831,0.925
549,49,7.899,0.7929,0.8909
550,43,7.399,0.5823,0.8958
551,152,13.912,0.5829,0.956
552,112,11.942,0.6816,0.9256
553,78,9.966,0.5882,0.9176
554,135,13.111,0.5578,0.9441
555,62,8.885,0.4422,0.8158
556,109,11.781,0.5168,0.9083
557,77,9.901,0.705,0.9167
558,111,11.888,0.7997,0.9407
559,27,5.863,0.8197,0.7941
560,56,8.444,0.9069,0.8235
561,95,10.998,0.8126,0.9135
562,119,12.309,0.3691,0.9154
563,52,8.137,0.8027,0.8254
564,31,6.283,0.1902,0.9394
565,57,8.519,0.4416,0.9194
566,87,10.525,0.4807,0.9457
567,26,5.754,0.9141,0.8387
568,39,7.047,0.4562,0.975
569,146,13.634,0.4121,0.9241
570,106,11.617,0.5653,0.9464
571,57,8.519,0.879,0.8507
572,59,8.667,0.7854,0.5842
573,31,6.283,0.9586,0.9118
574,46,7.653,0.5645,0.8364
575,78,9.966,0.6272,0.9512
576,49,7.899,0.8273,0.8909
577,102,11.396,0.7053,0.9273
578,67,9.236,0.3269,0.9178
579,35,6.676,0.5253,0.814
580,116,12.153,0.6117,0.9134
581,58,8.593,0.6796,0.9667
582,46,7.653,0.577,0.9583
583,19,4.918,0.8969,0.9048
584,98,11.17,0.5737,0.9423
585,150,13.82,0.4686,0.9259
586,30,6.18,0.5534,0.9091
587,40,7.136,0.6972,0.9756
588,22,5.293,0.8272,0.9565
589,30,6.18,0.9391,0.8824
590,43,7.399,0.8723,1.0
591,152,13.912,0.6507,0.9102
592,33,6.482,0.3627,0.9706
593,85,10.403,0.7252,0.8947
