# frothseg.bsd/v1 count=197 d10=9.71 d50=15.26 d90=25.55 d32=23.95 pctSmall=0.036
id,area_px,d_eq_px,ecc,solidity
186,96,11.056,0.865,0.8276
187,123,12.514,0.7128,0.7455
188,82,10.218,0.7775,0.9762
189,117,12.205,0.8452,0.959
190,58,8.593,0.7212,0.8657
191,184,15.306,0.7503,0.8846
192,167,14.582,0.6814,0.8836
193,170,14.712,0.7366,0.9189
194,406,22.736,0.5689,0.942
195,90,10.705,0.8932,0.9677
196,55,8.368,0.5836,0.7143
197,159,14.228,0.7838,0.8933
