# frothseg.bsd/v1 count=231 d10=8.52 d50=14.41 d90=23.51 d32=21.04 pctSmall=0.026
id,area_px,d_eq_px,ecc,solidity
80,91,10.764,0.7995,0.901
81,151,13.866,0.8509,0.9437
82,105,11.562,0.7344,0.8203
83,406,22.736,0.4278,0.9553
84,52,8.137,0.2064,0.963
85,111,11.888,0.6641,0.9737
86,188,15.472,0.5561,0.94
87,129,12.816,0.538,0.8776
88,204,16.116,0.7371,0.9189
89,83,10.28,0.6057,0.9022
90,479,24.696,0.5885,0.9523
91,30,6.18,0.6264,0.9375
92,1522,44.021,0.3601,0.9707
93,112,11.942,0.815,0.7368
94,53,8.215,0.8639,0.8548
95,32,6.383,0.739,0.7805
96,201,15.998,0.2662,0.9393
97,116,12.153,0.5333,0.928
98,87,10.525,0.3142,0.7982
99,72,9.575,0.4164,0.878
100,40,7.136,0.7556,0.8889
101,249,17.806,0.3992,0.9689
102,225,16.926,0.5253,0.9494
103,223,16.85,0.299,0.937
104,43,7.399,0.8403,0.8269
105,283,18.982,0.3469,0.9159
106,44,7.485,0.6475,0.88
107,172,14.799,0.3902,0.9885
108,81,10.155,0.7161,0.7864
109,84,10.342,0.7869,0.9032
110,506,25.382,0.4597,0.9675
111,125,12.616,0.3996,0.947
112,320,20.185,0.6072,0.9091
113,187,15.43,0.7406,0.8905
114,69,9.373,0.5997,0.8734
115,202,16.037,0.7085,0.9528
116,163,14.406,0.6774,0.7277
117,220,16.737,0.7121,0.8594
118,334,20.622,0.5517,0.9709
119,487,24.901,0.6137,0.9438
120,86,10.464,0.7074,0.8515
121,414,22.959,0.6288,0.9495
122,725,30.383,0.6117,0.9565
123,273,18.644,0.4916,0.9613
124,196,15.797,0.8068,0.9333
125,311,19.899,0.4352,0.9511
126,206,16.195,0.7359,0.9626
127,157,14.139,0.4199,0.9458
128,255,18.019,0.6262,0.941
129,54,8.292,0.6402,0.4355
130,56,8.444,0.8443,0.875
131,138,13.255,0.8213,0.9139
132,498,25.181,0.4328,0.9595
133,67,9.236,0.7272,0.8072
134,96,11.056,0.5266,0.5749
135,105,11.562,0.6867,0.6562
136,317,20.09,0.7529,0.9606
137,151,13.866,0.5052,0.8297
138,177,15.012,0.8384,0.9568
139,914,34.114,0.6133,0.9652
140,99,11.227,0.8486,0.934
141,536,26.124,0.311,0.9658
142,116,12.153,0.7568,0.9508
143,102,11.396,0.5897,0.6581
144,415,22.987,0.61,0.954
145,59,8.667,0.8606,0.9833
146,451,23.963,0.3505,0.9657
147,108,11.726,0.6614,0.7105
148,149,13.774,0.5873,0.943
149,76,9.837,0.8511,0.7238
150,123,12.514,0.7592,0.9044
151,91,10.764,0.352,0.9579
152,160,14.273,0.4035,0.904
153,472,24.515,0.5859,0.9593
154,867,33.225,0.453,0.9709
155,95,10.998,0.8855,0.5491
156,664,29.076,0.6289,0.9722
157,243,17.59,0.4884,0.9346
158,268,18.472,0.5671,0.947
159,89,10.645,0.5868,0.9368
160,54,8.292,0.7281,0.7714
161,16,4.514,0.9495,0.8889
162,165,14.494,0.6457,0.8919
163,76,9.837,0.9164,0.9048
164,255,18.019,0.6758,0.9107
165,111,11.888,0.6798,0.4912
166,144,13.541,0.3904,0.8727
167,72,9.575,0.951,0.8182
168,331,20.529,0.6862,0.9457
169,44,7.485,0.4182,0.9565
170,213,16.468,0.4703,0.9425
171,100,11.284,0.9113,0.8772
172,133,13.013,0.8374,0.9301
173,838,32.665,0.3088,0.9566
174,69,9.373,0.6817,0.8313
175,55,8.368,0.6503,0.8462
176,382,22.054,0.3255,0.9432
177,166,14.538,0.4697,0.9595
178,52,8.137,0.9669,0.8814
179,357,21.32,0.4732,0.9675
180,199,15.918,0.6561,0.9256
181,198,15.878,0.7267,0.8426
182,159,14.228,0.4242,0.8413
183,251,17.877,0.5968,0.8257
184,309,19.835,0.5284,0.9307
185,232,17.187,0.5767,0.9508
186,40,7.136,0.9252,0.8511
187,257,18.089,0.3363,0.9414
188,423,23.207,0.5783,0.9592
189,98,11.17,0.8079,0.8829
190,53,8.215,0.9107,0.6163
191,117,12.205,0.59,0.9213
192,54,8.292,0.4538,0.9
193,204,16.116,0.564,0.9231
194,64,9.027,0.5635,0.6531
195,126,12.666,0.5181,0.7636
196,192,15.635,0.5492,0.932
197,141,13.399,0.4501,0.9038
198,48,7.818,0.8986,0.7385
199,135,13.111,0.4549,0.9441
200,192,15.635,0.4076,0.9143
201,436,23.561,0.6135,0.9437
202,125,12.616,0.7798,0.8389
203,136,13.159,0.7631,0.8774
204,252,17.912,0.6894,0.9333
205,161,14.318,0.6149,0.9253
206,75,9.772,0.9363,0.8929
207,59,8.667,0.9195,1.0
208,63,8.956,0.7877,0.8289
209,108,11.726,0.8134,0.9153
210,180,15.139,0.2305,0.9137
211,57,8.519,0.6734,0.9194
212,181,15.181,0.5682,0.8702
213,51,8.058,0.8236,0.9273
214,134,13.062,0.4269,0.8121
215,112,11.942,0.798,0.8819
216,120,12.361,0.7442,0.9231
217,109,11.781,0.8649,0.9646
218,356,21.29,0.5067,0.9295
219,78,9.966,0.5322,0.9176
220,63,8.956,0.7372,0.8182
221,104,11.507,0.6239,0.8455
222,101,11.34,0.7946,0.8417
223,74,9.707,0.726,0.7255
224,107,11.672,0.6219,0.9304
225,42,7.313,0.493,0.875
226,84,10.342,0.6004,0.9032
227,133,13.013,0.6108,0.8867
228,321,20.217,0.31,0.9441
229,288,19.149,0.5816,0.9664
230,158,14.184,0.9228,0.8827
231,188,15.472,0.4692,0.9307
